ShowDate	Venue	City	State	Set1	Set2	Set3	Comment	LastUpdate	UpdateID
11/13/76	Humbolt State College	Arcata	CA	Sugaree, After Midnight, Who Was John, Mission In The Rain, Knockin' On Heaven's Door, The Night They Drove Old Dixie Down, Friend Of The Devil, Stop That Train, Tore Up Over You, Strange Man, Midnight Moonlight			Early Show. (may be from the Late Show). Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	328
11/13/76	Humbolt State College	Arcata	CA				Late Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	329
11/15/76	Keystone	Berkeley	CA	Second That Emotion, Stop That Train, Tore Up Over You, Catfish John, Mystery Train, The Night They Drove Old Dixie Down	Don't Let Go, Stir It Up, How Sweet It Is To Be Loved By You, Ride Mighty High		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	330
11/16/76	Sophie's	Palo Alto	CA	The Way You Do The Things You Do, Knockin' On Heaven's Door, After Midnight, Who Was John, Mission In The Rain, Stir It Up, Don't Let Go			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	331
11/19/76	Pismo Theater	Pismo Beach	CA	Sugaree, Catfish John, Tore Up Over You, Knockin' On Heaven's Door, After Midnight, Strange Man			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	332
11/20/76	Pismo Theater	Pismo Beach	CA	Second That Emotion, Stop That Train, Postively 4th Street, After Midnight Friend Of The Devil, Sitting Here In Limbo, How Sweet It Is To Be Loved By You, The Night They Drove Old Dixie Down, Ride Mighty High	The Way You Do The Things You Do, They Love Each Other, Knockin' On Heaven's Door, Mystery Train, Strange Man, Don't Let Go		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	333
12/21/76	Keystone	Berkeley	CA	Catfish John, Tore Up Over You, Knockin' On Heaven's Door, Mystery Train	Sugaree, Stop That Train, The Way You Do The Things You Do, I'll Take A Melody, Ride Mighty High		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. with John Rich on pedal steel	1/25/96 0:00:00	334
12/23/76	Keystone	Berkeley	CA	Sugaree, Sitting Here In Limbo, Mystery Train, The Night They Drove Old Dixie Down, The Way You Do The Things You Do	Let It Rock, Stir It Up, Tangled Up In Blue, Tore Up Over You, Strange Man, Singin' In The Band*		*=only time played. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	2/5/96 0:00:00	335
12/22/76	Keystone	Berkeley	CA	Let It Rock, Stir It Up, Simple Twist Of Fate, They Love Each Other, Midnight Moonlight,	Tore Up Over You, Knockin' On Heaven's Door, Mystery Train, I'll Take A Melody, Ride Mighty High		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. with John Rich on pedal steel	1/25/96 0:00:00	336
01/29/76	Keystone	Berkeley	CA	Stop That Train, That's What Love Will Make You Do, Simple Twist Of Fate, They Love Each Other, The Way You Do The Things You Do, Midnight Moonlight	Don't Let Go, Stir It Up, Tore Up Over You, Tangled Up In Blue		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	337
01/30/77	Keystone	Berkeley	CA	I'll Take A Melody, Mystery Train, Knockin' On Heaven's Door, Tore Up Over You, Let Me Roll It, The Night They Drove Old Dixie Down	Sugaree, The Way You Do The Things You Do, Stir It Up, Tangled Up In Blue, My Sisters And Brothers, Midnight Moonlight		Soundcheck: Let Me Roll It. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	338
02/05/77	Campbell Club, UCSB	Goleta	CA	Sugaree, Catfish John, Mystery Train, Simple Twist Of Fate, Stir It Up, That's What Love Will Make You Do	Don't Let Go, Knockin' On Heaven's Door, The Night They Drove Old Dixie Down, The Way You Do The Things You Do, Midnight Moonlight, Stop That Train, Tore Up Over You, Tangled Up In Blue, How Sweet It Is To Be Loved By You, I'll Take A Melody, They Love Each Other		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	339
02/06/77	Keystone Palo Alto	Palo Alto	CA	They Love Each Other, Stop That Train, Simple Twist Of Fate, That's What Love Will Make You Do, Stir It Up, Mystery Train, How Sweet It Is To Be Loved By You	I'll Take A Melody, The Way You Do The Things You Do, Knockin' On Heaven's Door, Tore Up Over You, Tangled Up In Blue		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	340
04/08/77	Keystone Palo Alto	Palo Alto	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	341
04/10/77	Keystone	Berkeley	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	342
06/12/77	Keystone	Berkeley	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	343
06/13/77	Keystone	Berkeley	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	344
04/09/77	Keystone Palo Alto	Palo Alto	CA	They Love Each Other, That's What Love Will Make You Do, Stir It Up, Simple Twist Of Fate, Mystery Train, The Way You Do The Things You Do	Midnight Moonlight, Tore Up Over You, Tangled Up In Blue		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	345
06/23/77	Santa Rosa High School	Santa Rosa	CA	Sugaree, Catfish John, Stir It Up, Mystery Train, Sitting Here In Limbo, The Way You Do The Things You Do	They Love Each Other, Knockin' On Heaven's Door, Tore Up Over You, The Night They Drove Old Dixie Down, Don't Let Go		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Errico.	1/25/96 0:00:00	346
07/01/77	Keystone	Berkeley	CA	Catfish John, That's What Love Will Make You Do, Stir It Up, Mystery Train, Sugaree	After Midnight, Simple Twist Of Fate, Tore Up Over You, Tangled Up In Blue		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	347
07/02/77	Keystone Palo Alto	Palo Alto	CA	The Harder They Come, The Harder They Come-> That's What Love Will Make You Do, Simple Twist Of Fate, Mystery Train	Sitting Here In Limbo, Russian Lullaby, Tore Up Over You, Tangled Up In Blue		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	348
07/03/77	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, Catfish John, Midnight Moonlight, The Night They Drove Old Dixie Down	The Harder They Come, Simple Twist Of Fate, Mystery Train, Knockin' On Heaven's Door, Tangled Up In Blue		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt, & Maria Muldaur	1/25/96 0:00:00	349
07/09/77	Boardwalk Theater	Asbury Park	NJ	Sugaree, Stop That Train, That's What Love Will Make You Do, Simple Twist Of Fate, Mystery Train, They Love Each Other, How Sweet It Is To Be Loved By You			Early Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	350
07/09/77	Boardwalk Theater	Asbury Park	NJ	Tore Up Over You, Knockin' On Heaven's Door, Tangled Up In Blue, Not Fade Away, How Sweet It Is To Be Loved By You, Jack-A-Roe, That's What Love Will Make You Do, Simple Twist Of Fate, Mystery Train, Midnight Moonlight,			Late Show. Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	351
07/10/77	Calderone Theatre	Hempstead	NY		The Harder They Come, Midnight Moonlight, Tore Up Over You, Tangled Up In Blue, Russian Lullaby, Knockin' On Heaven's Door		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	352
07/17/77	Keystone	Berkeley	CA	Catfish John, That's What Love Will Make You Do, Stir It Up, Midnight Moonlight,	The Harder They Come, Simple Twist Of Fate, Tore Up Over You, Friend Of The Devil, Tangled Up In Blue,		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt, w/Maria Muldaur	1/25/96 0:00:00	353
07/23/77	Keystone	Berkeley	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt	1/25/96 0:00:00	354
07/24/77	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, The Night They Drove Old Dixie Down	The Way You Do The Things You Do, Stir It Up, Mystery Train, Friend Of The Devil, Midnight Moonlight		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	355
07/28/77	Keystone Palo Alto	Palo Alto	CA	After Midnight, Tore Up Over You, Stir It Up, Mission In The Rain, Don't Let Go, The Way You Do The Things You Do, Stop That Train			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	356
07/29/77	Theatre 1839	San Francisco	CA	Sugaree, They Love Each Other, Russian Lullaby, That's What Love Will Make You Do, Stir It Up, Simple Twist Of Fate, Mystery Train	The Way You Do The Things You Do, Catfish John, Gomorrah, Tore Up Over You, Friend Of The Devil, Don't Let Go, The Night They Drove Old Dixie Down		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	357
07/30/77	Theatre 1839	San Francisco	CA	Let It Rock, Stop That Train, Mystery Train, Knockin' On Heaven's Door, They Love Each Other, Second That Emotion	The Way You Do The Things You Do, Let Me Roll It, Simple Twist Of Fate, The Harder They Come, Gomorrah, Tore Up Over You, Tangled Up In Blue, E: My Sisters And Brothers		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	358
08/06/77	Keystone	Berkeley	CA	After Midnight, Stir It Up, Mission In The Rain, Who Was John, Midnight Moonlight	Don't Let Go, The Way You Do The Things You Do, Stop That Train		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	359
08/07/77	Keystone	Berkeley	CA	The Way You Do The Things You Do, Catfish John, Stop That Train, Let It Rock, Russian Lullaby, Knockin' On Heaven's Door, Midnight Moonlight,	They Love Each Other, Tore Up Over You, Simple Twist Of Fate, The Harder They Come		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt.	1/25/96 0:00:00	360
08/12/77	Pier 31	San Francisco	CA	They Love Each Other, Russian Lullaby, The Way You Do The Things You Do, Friend Of The Devil, How Sweet It Is To Be Loved By You	Sitting Here In Limbo, Catfish John, Simple Twist Of Fate, Don't Let Go		Last show in this configuration: Jerry Garcia, Keith & Donna Godchaux, John Kahn, Ron Tutt. Benefit for Greenpeace w/Maria Muldaur	1/25/96 0:00:00	361
11/15/77	Keystone	Berkeley	CA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	362
11/16/77	Keystone	Berkeley	CA	Catfish John, Stop That Train, Mystery Train, Simple Twist Of Fate, Second That Emotion	Lonesome And A Long Way From Home, Russian Lullaby, Stir It Up, Tore Up Over You, Midnight Moonlight		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	363
11/20/77	Forum	Binghamton	NY	How Sweet It Is To Be Loved By You, They Love Each Other, Let It Rock, Simple Twist Of Fate, Stir It Up, That's What Love Will Make You Do, Gomorrah, Mystery Train	The Way You Do The Things You Do		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	364
11/21/77	The Playhouse, Hofstra U.	West Hempstead	NY	Mystery Train, Simple Twist Of Fate, Mission In The Rain, Cats Under The Stars, I'll Be With Thee, Catfish John, That's What Love Will Make You Do, Gomorrah, Second That Emotion, Stir It Up	Love In The Afternoon, Tore Up Over You, Knockin' On Heaven's Door, Rubin And Cherise, Russian Lullaby, Lonesome And A Long Way From Home		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	365
11/23/77	The Palace Theater	Waterbury	CT	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, I'll Take A Melody, Simple Twist Of Fate, Mission In The Rain	Let It Rock, They Love Each Other, Mystery Train, Love In The Afternoon, Rubin And Cherise, Midnight Moonlight, Lonesome And A Long Way From Home, E: Not Fade Away		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	366
11/25/77	Tower Theatre	Upper Darby	PA	How Sweet It Is To Be Loved By You, Catfish John, Sitting Here In Limbo, That's What Love Will Make You Do, Mystery Train, Mission In The Rain, Knockin' On Heaven's Door			Early Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	367
11/25/77	Tower Theatre	Upper Darby	PA	The Way You Do The Things You Do, They Love Each Other, Second That Emotion, Russian Lullaby, Midnight Moonlight, Gomorrah, Rubin And Cherise, The Night They Drove Old Dixie Down, Lonesome And A Long Way From Home			Late Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	368
11/26/77	Capitol Theater	Passaic	NJ	How Sweet It Is To Be Loved By You, They Love Each Other, Stop That Train, That's What Love Will Make You Do, Knockin' On Heaven's Door, Mystery Train, Second That Emotion			Early Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	369
11/26/77	Capitol Theater	Passaic	NJ	Let It Rock, Love In The Afternoon, Midnight Moonlight, Russian Lullaby, Tore Up Over You, Gomorrah, The Harder They Come, Mission In The Rain, E: Lonesome And A Long Way From Home			Early Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	370
11/27/77	The Palladium	NYC	NY	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Simple Twist Of Fate, Rubin And Cherise, Don't Let Go, The Harder They Come	Let It Rock, They Love Each Other, Knockin' On Heaven's Door, Mystery Train, Gomorrah, I'll Take A Melody, Mission In The Rain, Lonesome And A Long Way From Home		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	371
11/28/77	Gym, S.U.N.Y.	Stony Brook	NY	The Harder They Come, Catfish John, That's What Love Will Make You Do, They Love Each Other, Knockin' On Heaven's Door, The Way You Do The Things You Do, Gomorrah, Simple Twist Of Fate, Rubin And Cherise			Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	372
11/29/77	S.U.N.Y.	New Paltz	NY	Let It Rock, Stir It Up, Second That Emotion, Simple Twist Of Fate, Midnight Moonlight	The Way You Do The Things You Do, Catfish John, The Harder They Come		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	373
11/30/77	Center Theater, S.U.N.Y.	Buffalo	NY	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Simple Twist Of Fate, Mystery Train, Mission In The Rain	I'll Take A Melody, The Way You Do The Things You Do, Knockin' On Heaven's Door, Rubin And Cherise, Russian Lullaby, The Night They Drove Old Dixie Down-> Midnight Moonlight		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	374
12/02/77	Orpheum Theater	Boston	MA	How Sweet It Is To Be Loved By You, They Love Each Other, That's What Love Will Make You Do, Simple Twist Of Fate, Second That Emotion, Gomorrah, The Harder They Come			Early Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	375
12/02/77	Orpheum Theater	Boston	MA	Love In The Afternoon, Tore Up Over You, Knockin' On Heaven's Door, Mystery Train, Cats Under The Stars, Mission In The Rain			Late Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	376
12/03/77	S.U.N.Y.	Oneonta	NY	I'll Take A Melody, Mystery Train, Mission In The Rain, Lonesome And A Long Way From Home, Catfish John, The Way You Do The Things You Do	Let It Rock, The Harder They Come, The Night They Drove Old Dixie Down, Don't Let Go, Tore Up Over You		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	377
12/04/77	The Barn, Rutgers U.	New Brunswick	NJ	It Takes A Lot To Laugh It Takes A Train To Cry, They Love Each Other, Let It Rock, That's Alright Mama,	Simple Twist Of Fate, Sugaree, I'll Take A Melody		Set List incomplete. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	378
12/06/77	The Dome, C.W. Post College	Greenvale	NY	How Sweet It Is To Be Loved By You, Catfish John, Knockin' On Heaven's Door, The Way You Do The Things You Do, Mystery Train	Rubin And Cherise, Simple Twist Of Fate, The Harder They Come, Don't Let Go, I'll Take A Melody, Tore Up Over You, Midnight Moonlight		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	379
12/08/77	Palace Theatre	Albany	NY	Second That Emotion, They Love Each Other, That's What Love Will Make You Do, Simple Twist Of Fate, The Way You Do The Things You Do, Mystery Train, I'll Take A Melody, Love In The Afternoon, Tore Up Over You, Knockin' On Heaven's Door, Rubin And Cherise, Don't Let Go			Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	380
12/09/77	Gym, S.U.N.Y.	Stony Brook	NY		Midnight Moonlight, Gomorrah, Tore Up Over You, Simple Twist Of Fate, Rubin And Cherise, The Night They Drove Old Dixie Down, Lonesome And A Long Way From Home		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	381
12/10/77	Warner Theater	Washington	DC	How Sweet It Is To Be Loved By You, That's What Love Will Make You Do, Stir It Up, Simple Twist Of Fate, The Way You Do The Things You Do, The Night They Drove Old Dixie Down, E: Mission In The Rain			Early Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	382
12/10/77	Warner Theater	Washington	DC	The Harder They Come, Catfish John, Tore Up Over You, Knockin' On Heaven's Door, Mystery Train, Russian Lullaby, Midnight Moonlight, Rubin And Cherise, Lonesome And A Long Way From Home			Late Show. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	383
12/11/77	Rec Hall, Penn State U	State College	PA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	384
12/19/77	Keystone	Berkeley	CA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	385
12/20/77	Keystone	Berkeley	CA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	386
12/21/77	Keystone	Berkeley	CA	The Harder They Come, The Way You Do The Things You Do, Simple Twist Of Fate, Mystery Train, How Sweet It Is To Be Loved By You, Mission In The Rain			Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	387
12/22/77	Keystone Palo Alto	Palo Alto	CA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	388
12/23/77	Keystone Palo Alto	Palo Alto	CA	Second That Emotion, Love In The Afternoon, Tore Up Over You, The Night They Drove Old Dixie Down,	Midnight Moonlight, They Love Each Other, Don't Let Go-> Other One Jam*-> Don't Let Go		*=only time played (may be Other One -> Jam). Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan. First set FM broadcast on KZSU	1/26/96 0:00:00	389
02/14/78	Keystone	Berkeley	CA				St. Valentine's Day. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	390
02/15/78	Keystone	Berkeley	CA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	391
02/16/78	Keystone	Berkeley	CA	Love In The Afternoon, They Love Each Other, Second That Emotion, Gomorrah, Midnight Moonlight	Tore Up Over You, Simple Twist Of Fate, Lonesome And A Long Way From Home		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	392
02/17/78	Keystone Palo Alto	Palo Alto	CA				Not sure if they played this date. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	393
02/18/78	Marin County Veterans Auditorium	San Rafael	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Knockin' On Heaven's Door, Mystery Train	Midnight Moonlight, Love In The Afternoon, Tore Up Over You, I'll Take A Melody, Lonesome And A Long Way From Home		Comfort opened. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	394
02/19/78	Civic Auditorium	Santa Cruz	CA	Second That Emotion, Simple Twist Of Fate, The Harder They Come, Mission In The Rain, Midnight Moonlight	Gomorrah, The Way You Do The Things You Do, Russian Lullaby, Mystery Train, Don't Let Go		Comfort opened. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	395
03/03/78	Keystone	Berkeley	CA	Love In The Afternoon, That's What Love Will Make You Do, Mission In The Rain, Mystery Train, Gomorrah	How Sweet It Is To Be Loved By You, Simple Twist Of Fate, Juke**, Green Onions, The Harder They Come, Midnight Moonlight		*=w/Will Scarlet on Harmonica. **=only time played. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	396
03/04/78	Keystone Palo Alto	Palo Alto	CA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	397
03/09/78	Cleveland Music Hall	Cleveland	OH				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	398
03/10/78	Auditorium Theater	Rochester	NY				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	399
03/11/78	Leroy Theater	Pawtucket	RI	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, I'll Take A Melody, The Harder They Come, Gomorrah, Mystery Train	Love In The Afternoon, Rhapsody In Red, Knockin' On Heaven's Door, Tore Up Over You, I'll Be With Thee, E: Lonesome And A Long Way From Home		Some shows for this tour billed as "Mystery Cats". Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	400
03/12/78	Suffolk Forum, Commack	Long Island	NY	The Harder They Come, Mission In The Rain, Simple Twist Of Fate, Tore Up Over You, Gomorrah, Mystery Train	Love In The Afternoon, Second That Emotion, Russian Lullaby, They Love Each Other, I'll Be With Thee, Midnight Moonlight, E: Rhapsody In Red		Comfort & NRPS  opened. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	401
03/14/78	Boston Music Hall	Boston	MA	How Sweet It Is To Be Loved By You, They Love Each Other, Knockin' On Heaven's Door, That's What Love Will Make You Do, Mission In The Rain, The Night They Drove Old Dixie Down, Mystery Train	Love In The Afternoon, Gomorrah, The Harder They Come, I'll Be With Thee, Midnight Moonlight		Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	402
03/16/78	The Spectrum	Philadelphia	PA	How Sweet It Is To Be Loved By You, They Love Each Other, Knockin' On Heaven's Door, That's What Love Will Make You Do, Mission In The Rain, The Night They Drove Old Dixie Down, Mystery Train, I'll Be With Thee, Midnight Moonlight			Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	403
03/17/78	Capitol Theater	Passaic	NJ	How Sweet It Is To Be Loved By You, Catfish John, Simple Twist Of Fate, Second That Emotion, They Love Each Other, Gomorrah, Mystery Train, E: Cats Under The Stars			Early Show. Comfort Opened. FM Broadcast WNEW - NY. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	404
03/17/78	Capitol Theater	Passaic	NJ	The Harder They Come, Mission In The Rain, Russian Lullaby, Tore Up Over You, Love In The Afternoon, I'll Be With Thee, The Night They Drove Old Dixie Down, E: Rhapsody In Red			Late Show. Comfort Opened. FM Broadcsat WNEW NY. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	405
03/18/78	Warner Theater	Washington	DC	Second That Emotion, They Love Each Other, Knockin' On Heaven's Door, That's What Love Will Make You Do, Love In The Afternoon, Mystery Train			Early show. Comfort opened. FM broadcast WHFS. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	406
03/18/78	Warner Theater	Washington	DC	The Harder They Come, Mission In The Rain, Simple Twist Of Fate, Mystery Train, Second That Emotion, Midnight Moonlight, Gomorrah, Cats Under The Stars, I'll Be With Thee, Lonesome And A Long Way From Home, E: Palm Sunday*			*=only time played. Late show. Comfort opened. FM broadcast WHFS. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	407
03/19/78	Stanley Theater	Pittsburgh	PA				Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	408
03/22/78	Veteran's Hall	Sebastopol	CA	How Sweet It Is To Be Loved By You, Catfish John, Simple Twist Of Fate, Second That Emotion, The Night They Drove Old Dixie Down	The Harder They Come, Mission In The Rain, Cats Under The Stars, Gomorrah, Mystery Train, Love In The Afternoon, I'll Be With Thee, Midnight Moonlight		Last Show with Maria Muldaur. Jerry Garcia, Maria Muldaur, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	409
06/10/78	Keystone	Berkeley	CA				Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	410
06/11/78	Keystone	Berkeley	CA	Love In The Afternoon, That's What Love Will Make You Do, They Love Each Other, Knockin' On Heaven's Door, How Sweet It Is To Be Loved By You, The Night They Drove Old Dixie Down	Tore Up Over You, Midnight Moonlight, Gomorrah, Let Me Roll It, Rhapsody In Red		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	411
06/17/78	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, Simple Twist Of Fate, Mission In The Rain, Mystery Train	The Harder They Come, Russian Lullaby, Tore Up Over You, Gomorrah, I'll Be With Thee, Midnight Moonlight, E: Rhapsody In Red		Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	412
06/18/78	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, Knockin' On Heaven's Door, Mission In The Rain, I'll Be With Thee			Jerry Garcia, Keith & Donna Godchaux, John Kahn, Buzz Buchanan.	1/26/96 0:00:00	413
